Year,P,Tmax,Tmin,P_N,Tmax_N,Tmin_N,P_X,Tmax_X,Tmin_X
2009,1299.4,29.99475138,23.50268536,1480,28.91171271,18.80928177,1727.9,30.12845304,18.82734807
2010,1163.6,30.48181818,23.74875924,1076.83,29.46639296,18.03894428,1210.7,30.64164223,18.38093842
2011,1761.4,30.43222222,23.22905015,1512.7,28.9135,18.08619444,1695.7,30.52,17.79555556
2012,1500.8,30.87071823,23.63742946,1272.93,29.8171547,18.57607735,1391.6,30.95441989,18.14944751
2013,1340.2,30.39189189,22.89189347,1123.2,29.57462462,18.35876877,1340.7,30.43213213,17.51891892
2014,945.6,31.38108108,23.60603101,809.22,31.33069069,19.0463964,1009.6,31.37927928,17.65045045
2015,1126.6,31.90917431,24.53487844,1147.78,31.01966361,20.12807339,1145.9,31.90489297,19.22752294
2016,1456,31.64262295,23.80738595,1222.03,30.48281421,18.75494536,1468.5,31.65054645,17.98907104
2007,1205,31.26392045,24.00557337,1123.84,30.28900568,18.35227273,1198.8,31.34090909,18.32670455
2008,1056,30.20304709,23.23858033,1361.1,29.63922438,18.34781163,1454.8,30.33573407,18.00277008
2017,1112.8,32.24513619,24.52910807,1025.48,30.90319066,19.4181323,1045.7,32.21439689,18.62023346
2018,2576.654,31.41776712,21.01136434,2408.2,30.01061644,19.19028767,2442.5,31.62150685,18.01219178
2019,2522.046,31.92861538,21.1639745,2050.39,30.73018462,19.86195385,2455.7,32.02415385,18.39384615
2020,1614.516,30.61800469,20.47332729,1222.08,29.63194836,18.69194836,1618,30.79788732,17.19389671
2010,751.2,30.48085106,23.40213171,598.54,29.53365248,17.43592199,747.6,30.62765957,17.64361702
2011,1761.4,30.43222222,23.22905015,1512.7,28.9135,18.08619444,1695.7,30.52,17.79555556
2012,1500.8,30.87071823,23.63742946,1272.93,29.8171547,18.57607735,1391.6,30.95441989,18.14944751
2013,1340.2,30.39189189,22.89189347,1123.2,29.57462462,18.35876877,1340.7,30.43213213,17.51891892
2014,945.6,31.38108108,23.60603101,809.22,31.33069069,19.0463964,1009.6,31.37927928,17.65045045
2015,1126.6,31.90917431,24.53487844,1147.78,31.01966361,20.12807339,1145.9,31.90489297,19.22752294
2016,2469.822,31.59739677,22.19151393,2145.36,30.69362657,19.26168761,2550.4,31.90017953,18.16337522
2017,553.218,28.39300546,14.46608743,441.91,30.4804918,16.21502732,512.7,29.7431694,17.00601093
2018,836.932,28.79048632,15.02454407,942.04,28.83869301,16.51234043,937.6,29.46930091,16.76960486
2019,1078.238,29.30271642,15.77131343,899.7,29.85976119,17.17014925,1190.8,30.16955224,17.77014925
2020,631.71,28.17389671,14.47902347,682.77,28.43201878,15.93981221,809.6,29.14084507,16.67558685
2012,1011.68,29.50631579,17.46602871,900.5,29.92277512,18.70770335,1116,30.98277512,18.95358852
2013,1209.532,27.02973214,14.52851488,1293.86,27.37875,15.82761905,1326.3,28.49761905,17.01755952
2014,733.822,28.31621019,14.46286943,726.55,30.31589172,16.64971338,869.4,29.70318471,17.56433121
2015,1447.3,27.84558011,15.31803315,1263.18,28.92201657,17.39726519,1464.7,29.53425414,18.10027624
2017,254.2,31.73318966,20.13362069,256.08,33.01418103,19.98568966,230.1,31.77974138,20.13017241
2018,282.8,31.09742489,19.61502146,210.82,31.97201717,19.06815451,254.7,31.12017167,19.55193133
2019,446,31.77077626,20.89817352,392.99,32.78018265,20.50785388,394.1,31.81506849,20.81187215
2020,566.6,29.91558442,20.32597403,349.41,31.34701299,20.49136364,469,29.97727273,20.32077922
2009,692,30.70578512,20.60991736,619.58,32.32438017,20.36991736,498.7,30.79807163,20.4892562
2010,1122.8,29.78296703,20.06538462,821.78,31.48313187,19.89565934,899.5,29.92335165,19.91016484
2011,701.6,30.30248619,19.6480663,596.01,31.71712707,19.61596685,559.8,30.40055249,19.49088398
2012,348.2,31.27068493,19.75452055,306.72,32.65509589,19.41734247,262.8,31.36328767,19.67589041
2013,870.8,30.54542857,20.208,696.41,31.91454286,19.82951429,567.1,30.66085714,20.24628571
2014,688.8,30.40209581,19.62874251,536.83,31.68299401,19.51637725,552.3,30.49431138,19.66407186
2015,641,31.94120879,20.0043956,484.79,32.69162088,20.02406593,516.8,31.9543956,20.05879121
2016,299,32.52525952,20.21522491,346.65,33.34653979,20.17252595,341.5,32.54048443,20.22076125
2017,383,30.73214286,20.53178571,610.92,32.16078571,20.19575,463.7,30.62321429,20.42071429
2018,652.6,31.13323171,20.38445122,679.39,32.51164634,20.29091463,647.9,30.64085366,19.6929878
2019,736.4,31.31369863,20.48575342,861.54,32.82254795,20.57816438,857.5,31.31506849,20.49917808
2020,797.4,30.19512195,21.25609756,888.77,31.07497561,21.07141463,955.4,30.2,21.23609756
2009,651,31.14751381,20.70524862,888.94,32.22464088,20.74403315,645.9,31.10524862,20.68038674
2010,162.8,30.55934066,20.62884615,1175.74,31.22016484,20.36082418,844.3,30.52087912,20.66868132
2011,752,30.13140496,19.86997245,874.8,31.51906336,19.96523416,868.4,30.22865014,19.69449036
2012,336.8,31.64373089,19.92844037,387.74,33.16984709,20.22382263,399.3,31.60642202,19.96788991
2013,686,30.91568047,20.45088757,826.8,32.17485207,20.41807692,727.1,30.78964497,20.09023669
2014,711.2,30.44435262,20.02369146,791.24,31.94487603,20.07415978,747.6,30.31046832,19.60881543
2015,458,30.6154717,19.58641509,592.12,31.62169811,19.81939623,539.7,30.3709434,19.56641509
2016,260.6,31.9587963,20.69074074,377.56,33.56097222,21.00569444,285.3,31.74259259,20.83472222
2008,804.2,30.25497238,19.97955801,763.29,32.30069061,19.9869337,858.5,30.21160221,19.80801105
2017,1003.2,27.8892562,17.39297521,981.63,29.39347107,17.75706612,1133,28.79173554,18.11694215
2018,1758,27.45247253,17.47747253,1458.36,28.06365385,17.47945055,1614.1,28.3739011,18.25137363
2019,1304.4,28.32754237,18.58813559,1119.83,28.21635593,18.80733051,1416.1,29.23898305,19.3
2020,911.8,27.19570552,17.50306748,721.6,27.46693252,17.52785276,883,28.11226994,18.23435583
2009,907.6,27.72894737,18.94473684,605.72,27.71171053,19.71671053,713.4,28.57763158,19.69868421
2010,1793.2,27.41487603,17.18953168,1274.76,28.32484848,16.80179063,1383.5,28.30247934,17.84517906
2011,1719.8,26.77548209,16.58126722,1480.98,27.41760331,16.66352617,1578.4,27.68980716,17.40991736
2012,1506.6,27.04587912,16.61346154,1225.13,28.29228022,17.06964286,1476.4,28.00192308,17.65192308
2013,1651,26.79834254,17.01574586,1349.38,27.71116022,16.99024862,1781.9,27.69254144,17.79530387
2014,599.2,27.48196721,16.86393443,544.97,29.79745902,16.835,608.8,28.39836066,17.61639344
2015,1345,27.77671233,17.92958904,1359.1,28.76345205,18.01041096,1598.2,28.66931507,18.64712329
2016,1272.4,27.7043956,17.54230769,1345.53,28.51197802,17.31214286,1479.5,28.58598901,18.2489011
2007,1388.4,27.34875346,17.52686981,1312.53,28.73556787,17.05412742,1436.3,28.06592798,18.28947368
2008,1707.6,26.55208914,16.99554318,1443.84,27.70654596,16.68796657,1533.8,27.36545961,17.74930362
2004,1662.6,27.03697479,17.52941176,1593.69,27.17977591,16.34792717,1605.7,27.31876751,17.88235294
2005,1640.8,26.75952381,17.18809524,1292.48,27.79645833,16.990625,1431.3,27.40416667,17.98125
2006,2005,26.87850746,17.26298507,1589.42,27.56244776,16.80080597,1842.6,27.53432836,18.02507463
2017,1587,25.79205479,15.78849315,1619.09,25.21331507,15.09841096,1633.1,26.19616438,16.09671233
2018,1044.6,26.11232877,15.7690411,1263.57,25.4690137,15.09057534,1098.1,26.49013699,16.06849315
2019,1257.6,26.84684932,16.33890411,1269.48,26.74657534,15.4849589,1161.5,27.24767123,16.5890411
2020,439.6,26.0810219,15.85912409,480.09,26.35642336,15.07372263,457.2,26.48540146,16.06423358
2009,1542.6,25.13226744,15.74825581,1791.92,24.54197674,15.03188953,1574.5,25.5872093,16.1252907
2010,1026.2,25.69475806,16.04233871,1046.2,24.23508065,15.16294355,1055.4,26.17782258,16.34637097
2011,1171.8,25.19517045,14.91392045,1186.99,25.01394886,14.231875,1291.9,25.63380682,15.17982955
2012,853.6,25.42311321,14.97688679,700.67,25.95495283,14.1259434,1018.6,25.89198113,15.26273585
2013,1418.6,25.45274725,15.1521978,1327.49,24.74332418,14.36104396,1293.5,25.86510989,15.43489011
2014,1135.2,26.41867816,16.19798851,1126.94,26.81738506,15.3691092,1143.3,26.80718391,16.46408046
2015,1771.4,26.2763754,16.68996764,1593.78,25.99440129,15.9728479,1755.9,26.70355987,16.9763754
2016,1380,25.70601093,15.33852459,1414.53,24.74330601,14.58928962,1289.4,26.1136612,15.63579235
2007,767.8,26.17705382,15.58498584,1462.09,25.44832861,14.56963173,1200.6,26.66997167,15.91076487
2008,1331.2,24.95342466,15.11260274,1339.56,24.9049589,14.27742466,1463,25.44082192,15.39835616
2017,566.2,27.30885246,17.53377049,854.56,29.36744262,17.85219672,552.4,27.91508197,18.12983607
2018,792,27.16164384,17.2969863,1226.06,28.8210137,17.87169863,815.3,27.75178082,17.9060274
2019,683.4,28.14668588,17.21239193,920.19,29.81440922,18.0970317,614.2,28.71988473,17.82910663
2020,643.4,27.58356808,17.75821596,823.17,28.957277,18.5257277,697.7,28.17652582,18.35070423
2009,514.2,27.94380531,18.00619469,695.47,29.61513274,18.79858407,445.6,28.43672566,18.51460177
2010,926.2,27.11373626,17.55631868,1005.96,29.40266484,18.03244505,791.8,27.68956044,18.07197802
2011,859.6,26.48792135,16.9994382,1094.94,28.35384831,17.56216292,622.8,26.9758427,17.52078652
2012,340.2,27.2429878,16.98536585,517.81,29.84009146,17.46,284.4,27.74146341,17.48719512
2013,776.4,26.9728022,17.78406593,1237.86,28.66153846,18.04813187,699.1,27.47032967,18.28351648
2014,980,26.46191781,17.1109589,1218.8,28.48572603,17.60978082,766.2,26.93013699,17.59753425
2015,673.6,28.20365449,17.64817276,773.8,30.30521595,18.52800664,563.4,28.64717608,18.15913621
2016,708.8,27.84726776,17.55874317,1092.65,29.54784153,18.10674863,885,28.40355191,18.1579235
2007,474.2,25.94153005,16.05081967,406.53,29.16606557,16.68508197,327.4,26.49180328,16.50054645
2008,868.8,27.23729282,16.8859116,795.38,29.78610497,17.70359116,627.8,27.78563536,17.33839779
2004,893.6,26.45989011,17.26153846,1109.82,28.72315934,17.71695055,807.8,26.99368132,17.68928571
2005,754.4,26.84848485,17.57878788,825.2,29.51259259,18.30430976,604,27.44141414,18.02861953
2006,537.8,27.38058252,17.45048544,686.01,29.61169903,18.05776699,516.2,28.01116505,17.82961165
2017,1778.6,30.65972603,18.82986301,1515.3,30.28273973,19.63873973,1630.7,30.65835616,18.58657534
2018,1353.4,31.41054313,19.21277955,1040.56,30.78319489,20.52536741,1279.5,31.38881789,19.01693291
2019,694,31.66426117,18.79175258,649.52,32.22646048,20.26542955,715.6,31.62371134,18.60068729
2009,683.4,30.3137741,19.23581267,1615.14,29.35785124,19.7323416,1397.6,30.23057851,19.11294766
2010,554.6,31.37320261,19.40490196,1079.88,30.56542484,19.7027451,940.4,31.29869281,19.22777778
2011,1362,31.1199095,19.62533937,1227.28,30.05751131,20.55895928,1192.9,31.03031674,19.50588235
2012,1218.2,31.13452055,18.96739726,1170.04,31.0089589,19.76868493,1229,31.05150685,18.80465753
2013,1224.4,30.55521978,18.64230769,1017.36,30.54868132,19.62848901,1159.8,30.48214286,18.5043956
2014,1096,31.36219178,18.8060274,1082.62,31.54293151,20.0390411,1230.9,31.27643836,18.64027397
2015,1632.2,31.24109589,19.30520548,1339.49,30.77676712,20.43506849,1622.1,31.19616438,19.10876712
2016,848.6,31.84763636,19.20981818,912.04,31.51934545,20.27170909,887.5,31.80436364,18.99745455
2008,1573.8,30.45013699,18.97369863,1319.2,30.26068493,19.31635616,1388.4,30.37232877,18.81835616
2017,1210.6,28.70940439,16.54420063,1171.02,28.20040752,16.62216301,1256.5,28.59310345,16.40564263
2018,1059.2,28.87369863,16.29287671,1126.44,28.74457534,16.67019178,1270.2,28.75178082,16.18657534
2019,946.2,29.13666667,16.79966667,931.31,28.97556667,17.03056667,1181,29.019,16.64466667
2020,662.2,28.37717391,15.9625,641.72,28.11119565,16.11842391,734.5,28.15380435,16.42119565
2009,1340.8,27.90138122,16.44723757,1705.72,27.0421547,16.48632597,1461,27.77403315,16.31491713
2010,1170.4,28.43107345,15.74067797,972.1,27.92892655,15.71155367,1298.5,28.30960452,15.61581921
2011,978.6,27.99069767,15.48093023,867.27,28.16265116,15.43427907,1003,27.89209302,15.3944186
2012,1336.4,28.69835616,16.27150685,1227.04,28.51586301,16.47871233,1389.3,28.57068493,16.12684932
2013,1450.8,27.75082418,15.88901099,1313.33,27.29096154,15.86299451,1454.5,27.62912088,15.74065934
2014,821,29.52829582,16.69099678,779.21,30.30385852,17.16048232,943.9,29.40160772,16.54726688
2015,1402.4,28.46160458,17.00744986,1254.85,28.43512894,17.18404011,1529,28.34469914,16.86303725
2016,1157.8,29.69045802,17.89656489,1070.66,28.88091603,17.69736641,1245.4,29.57442748,17.79656489
2007,1505.6,29.03267045,16.38238636,1267.32,28.17704545,15.88713068,1311.7,28.89005682,16.22755682
2008,1380,27.73589041,15.67561644,1323.68,27.63068493,15.66460274,1323.1,27.61835616,15.5539726
2019,476.2,32.95769231,20.62582418,533.51,33.19274725,20.32549451,505.6,33.09230769,19.92362637
2020,669.8,31.98716578,22.07754011,394.32,33.87919786,21.52898396,763.3,32.07165775,21.8828877
2017,1542.6,28.62904192,21.92803026,1364.81,27.66517964,17.04523952,1436.5,28.10958084,16.72095808
2018,1494.4,28.69113573,21.96406973,1259.86,28.37559557,17.04401662,1448.5,28.22105263,16.83518006
2019,1299.4,29.48136986,22.4899727,1496.63,27.66709589,17.16010959,1484.1,28.97287671,17.10191781
2020,0,27.48666667,19.95319443,8.31,25.329,12.57866667,1,26.95,13.87
2009,1888.4,27.79972376,21.47816528,1536.56,27.09395028,16.44593923,1867.9,27.39889503,16.65856354
2010,1702.8,28.66831956,21.79336496,1653.88,26.6553719,16.95641873,1522.9,28.2523416,16.1338843
2011,1852.2,28.01412742,21.46800006,1312.35,27.71047091,16.48063712,1662.2,27.62742382,16.20110803
2012,1393.6,28.33131868,21.76397467,1604.37,26.78629121,16.39101648,1346.1,27.95027473,16.4760989
2013,1285.4,27.92963989,21.36337043,1185.85,27.80567867,16.72371191,1538.3,27.50914127,16.27700831
2014,1064,28.81449275,21.99796892,1248.25,27.41936232,16.67089855,1184.8,28.39217391,16.34695652
2015,1475.4,28.78395062,22.14252829,864.13,29.24814815,17.06895062,1425.8,28.32438272,16.87160494
2016,1789.4,29.0136612,22.12100755,1334.53,28.57972678,17.80407104,1640,28.55655738,16.71721311
2007,1154,28.63097345,21.92209372,1515.36,26.65489676,16.17292035,1087,28.26312684,16.29882006
2008,1517.8,27.75027473,21.37753718,1308,28.09206044,16.68901099,1451.3,27.3782967,16.2239011
2017,1567.2,27.38246575,16.56547945,1169.31,28.61139726,16.72126027,1406.2,28.31780822,17.19342466
2018,1320.8,27.79283388,17.18501629,1057.49,28.88032573,17.67957655,1302.3,28.69022801,17.76612378
2019,1408.2,28.03780822,16.93369863,906.56,30.0980274,17.50326027,1253.1,28.96054795,17.54164384
2020,916.2,27.00892019,15.842723,590.1,28.78314554,16.20596244,857,27.84225352,16.25680751
2009,2066,26.47300275,16.3523416,1705.53,27.10278237,16.73391185,1924.1,27.44407713,16.91157025
2010,1222.2,27.30027473,16.00906593,932.3,28.45942308,16.20005495,1228.2,28.29230769,16.54862637
2011,1744.4,26.87753425,15.98054795,1309.77,27.75591781,15.9970137,1636.1,27.88849315,16.4660274
2012,1119.4,26.87040816,15.97482993,821.22,28.8237415,16.35319728,1163.4,27.83979592,16.46020408
2013,1570.2,26.46428571,16.09642857,1320.66,27.56423077,16.20043956,1500,27.42747253,16.69010989
2014,705.6,28.78713235,17.45919118,741.54,31.09727941,17.97268382,930.4,29.78382353,18.05
2015,1410.4,27.39013699,17.23150685,1250.17,28.89739726,17.50838356,1492,28.39178082,17.73287671
2016,1603.8,27.12375,15.9140625,1131.46,27.79990625,15.7526875,1497.2,28.089375,16.5640625
2008,1097,26.53260274,15.66027397,1262.57,27.98586301,16.08213699,1263.3,27.50465753,16.29205479
2018,1884.2,29.31983471,17.6953168,1418.68,28.29126722,17.61424242,1609.1,29.82451791,17.39393939
2019,1611.6,30.10760563,17.89887324,1211.98,28.84639437,18.05039437,1484.8,30.0484507,17.7715493
2020,1011.6,28.83397129,16.95980861,673.87,27.58789474,17.18679426,905,28.77942584,16.84784689
2017,1357.4,29.08712329,18.83287671,1547.16,26.96230137,16.77336986,1273.4,29.6709589,19.30986301
2018,1614.4,29.15726027,19.06109589,1361.76,27.91276712,17.26342466,1479,29.74465753,19.45342466
2019,1260,29.94849315,19.44520548,1268.16,27.78605479,16.46167123,1174.2,30.52520548,19.88410959
2020,864.2,28.69226519,18.96629834,1015.28,25.79055249,15.96823204,1005.2,29.28066298,19.44198895
2009,1446.2,28.43801653,18.76721763,1592.57,26.13261708,15.90787879,1615.2,29.05619835,19.20082645
2010,1283.2,29.24707521,18.5281337,1207.11,26.59454039,16.31445682,1268.1,29.86072423,18.95320334
2011,1521,28.63168044,18.37217631,1747.59,25.89217631,16.29900826,1592.8,29.23333333,18.79972452
2012,1463,28.87561644,18.76958904,1885.68,25.64087671,16.49961644,1348,29.48273973,19.18
2013,1700.4,28.52011019,18.46473829,1515.82,26.08504132,16.28705234,1483.1,29.12203857,18.90743802
2014,1137.4,29.15068493,18.84547945,1395.92,26.73717808,16.40717808,1133,29.74383562,19.28520548
2015,1504,29.58739726,19.50164384,1364.46,27.22479452,16.82030137,1433.3,30.18410959,19.90547945
2016,1699.2,29.57307692,19.04120879,1293.07,27.46758242,16.88445055,1523.8,30.17417582,19.48956044
2007,1412,28.86361111,18.34388889,1681.49,26.78769444,16.47872222,1287,29.49972222,18.79222222
2008,857.8,28.70315315,18.65720721,1011.32,26.6804955,16.13774775,948.2,29.31936937,19.07702703
2004,308.4,28.51372549,19.28235294,240.51,27.09607843,18.34941176,316.6,29.30980392,19.77254902
2005,716.4,28.34241071,18.17723214,876.29,26.03669643,14.96589286,854.8,29.23973214,18.74732143
2006,1493.4,28.03902439,18.18079268,1370.22,26.53615854,15.90640244,1675,28.77957317,18.65518293
2003,340.8,27.92341463,16.98682927,621.99,25.14853659,15.25746341,380.8,28.84536585,17.41707317
2017,1378.2,31.41875,19.02434211,1408.31,29.33029605,19.10822368,1446.6,31.36842105,18.00789474
2018,1218.8,32.12931507,18.60958904,1045.93,30.27013699,19.26706849,1199.4,31.99726027,17.82684932
2019,1125.4,32.50958904,18.92109589,951.69,32.03112329,20.144,1193.4,32.46657534,18.39068493
2020,696.4,31.00375587,17.75164319,554.93,30.35215962,18.50093897,642.2,30.95211268,17.33380282
2009,1608.8,30.39338843,18.88126722,1576.21,28.68201102,18.8584573,1718.7,30.29504132,18.8677686
2010,973.4,31.20964187,18.51404959,954.24,30.19812672,18.37134986,949.1,31.16914601,18.44958678
2011,1408.8,31.2965812,20.03290598,1413.72,29.65521368,20.19145299,1387.5,31.19871795,19.88931624
2012,1671.8,31.29726027,19.07123288,1165.08,30.65547945,19.04238356,1480.6,31.20054795,18.89424658
2013,687.6,31.35730337,21.07865169,441.01,29.34247191,21.13573034,598.1,31.26292135,20.88089888
2014,186,31.92222222,21.22222222,158.14,29.78333333,21.32888889,180.1,31.8962963,20.68518519
2015,1584.6,31.52712329,19.26767123,1386.85,30.3010137,19.62252055,1533.8,31.53479452,18.72438356
2016,1369,31.67513661,18.21502732,1221.79,29.78166667,18.31797814,1618,31.58251366,17.48715847
2007,1351.8,31.10698324,19.12094972,1355.93,29.8852514,18.31223464,1410.5,31.1122905,19.17877095
2008,1431.2,30.32794521,18.71479452,1326.87,29.72846575,18.44463014,1457.6,30.34767123,18.70821918
